gbifID,year,locality,decimalLatitude,decimalLongitude,individualCount,sex,associatedReferences,identifiedBy,basisOfRecord,scientificName,source,jitter_seed,lat_jitter,lon_jitter,locality_norm,ref_lat,ref_lon,notes,distance_to_ref,contentious
NA,1967,NA,42.86721,-6.18447,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1967,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1967,NA,43.04709,-5.82374,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1967,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1967,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1967,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.04709,-5.82374,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,42.86721,-6.18447,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.23809,-6.66004,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.23809,-6.66004,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.06289,-5.08768,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1968,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1984,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1984,NA,43.05815,-5.3331,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1984,NA,42.86721,-5.81553,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1984,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1984,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1988,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1988,NA,43.04709,-6.17626,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1988,NA,43.04709,-6.17626,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,1988,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.06711,-4.8422,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,42.86721,-6.18447,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.06289,-5.08768,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.24286,-5.09382,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.04709,-5.82374,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.05288,-6.42154,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,42.86721,-5.81553,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
NA,NA,NA,43.40042,-6.01703,1,NA,NA,NA,HUMAN_OBSERVATION,"Bombus inexspectatus (Tkalcu, 1963)",Atlas Hymenoptera,NA,NA,NA,NA,NA,NA,NA,NA,OK
